x,y,orth.reg.n.observations,orth.reg.slope,orth.reg.intercept,orth.reg.ssq,orth.reg.mse,orth.reg.r.squared,deming.reg.slope,deming.reg.slope.lower.ci,deming.reg.slope.upper.ci,deming.reg.intercept,deming.reg.intercept.lower.ci,deming.reg.intercept.upper.ci,reg.n.observations,reg.slope,reg.intercept,reg.r.squared,reg.r.pearson,reg.r.pvalue,reg.df
Caenorhabditis elegans:EC10:2:Growth,Poecilia reticulata:LC50:2:Mortality,9,2.01903560783179,-1.98622460044764,1.56922960606736,0.8851335116724,0.837700479400759,2.01904413397767,0.77711136797196,3.26097689998338,-1.98623403006874,-3.62411087893812,-0.348357181199356,9,1.353,-1.25,0.598,0.773,0.014,7
Caenorhabditis elegans:EC10:2:Growth,Lepomis macrochirus:LC50:4:Mortality,15,3.18538966594331,-2.98871425337344,4.27777634889782,3.17887473055058,0.72862271657293,3.18538954182542,0.501660072680065,5.86911901097077,-2.98871412294266,-5.66720996962889,-0.310218276256438,15,1.036,-0.73,0.27,0.52,0.047,13
Caenorhabditis elegans:EC10:2:Growth,Lepomis macrochirus:LC50:2:Mortality,9,3.31912572413024,-3.14830921284518,2.15490477860662,2.87717991354915,0.790445506642633,3.31913210766592,-6.2078481082131,12.8461123235449,-3.14831663192173,-15.5687247256208,9.27209146177739,9,1.28,-0.779,0.337,0.58,0.101,7
Caenorhabditis elegans:EC10:2:Growth,Carassius auratus:LC50:4:Mortality,13,1.78614035851005,-1.09732421168862,2.00247981258967,0.645460454830379,0.843471849977899,1.78613607624975,0.820253602233917,2.75201855026558,-1.09732022592701,-2.32375404764799,0.129113595793976,13,1.286,-0.632,0.642,0.801,0.001,11
Caenorhabditis elegans:EC10:2:Growth,Oncorhynchus mykiss:LC50:3:Mortality,6,1.95289979657329,-2.21305425210558,0.797132245038014,0.639541540501997,0.931739133619103,1.952896991873,0.867370061935372,3.03842392181063,-2.21305136939623,-3.95186170407011,-0.474241034722341,6,1.66,-1.912,0.813,0.901,0.014,4
Caenorhabditis elegans:EC10:2:Growth,Carassius auratus:LC50:2:Mortality,5,0.782494688445407,0.314915724360388,0.364496375332041,0.117535350830826,0.634423798616102,0.782498888098517,-0.573096306708785,2.13809408290582,0.314911758834902,-0.879996555846221,1.50982007351603,5,0.534,0.549,0.388,0.623,0.261,3
Caenorhabditis elegans:EC10:2:Growth,Daphnia magna:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,6,10.6778688950962,-10.0513580908836,1.15362815766037,22.1144526918766,0.893221355658066,10.6778487760336,-50.8167377659477,72.1724353180149,-10.0513418914818,-66.9843826491423,46.8816988661786,6,1.356,-2.546,0.12,0.346,0.502,4
Caenorhabditis elegans:EC10:2:Growth,Gambusia affinis:LC50:4:Mortality,5,1.57740059254207,-1.29225086348198,1.04846811311702,0.731451748857089,0.655179563724655,1.57740260169031,-8.34985275941025,11.5046579627909,-1.2922519741106,-4.55707908574331,1.97257513752212,5,0.822,-0.875,0.381,0.617,0.267,3
Caenorhabditis elegans:EC10:2:Growth,Ictalurus punctatus:LC50:4:Mortality,10,1.11319467210849,-1.08765671397072,2.67174896381321,0.598258663321822,0.54368387288314,1.11321161291179,-0.353318856801263,2.57974208262484,-1.08767448749862,-2.99033419402481,0.814985219027568,10,0.574,-0.522,0.293,0.541,0.106,8
Caenorhabditis elegans:EC10:2:Growth,Channa punctata:LC50:4:Mortality,8,3.07946637915912,-2.35609541136709,2.32318251244578,3.04427315207858,0.743917987822641,3.07946600361217,-2.57287679973383,8.73180880695818,-2.35609498620812,-9.42903900112207,4.71684902870584,8,1.098,-0.113,0.3,0.547,0.16,6
Caenorhabditis elegans:EC10:2:Growth,Lepomis macrochirus:EC50:4:Mortality/Growth,8,1.91803871768754,-1.74201857268083,1.68371110126746,0.984733700953763,0.763392033317598,1.91803006372024,-0.544898831950436,4.38095895939091,-1.74200819250291,-5.24273421088319,1.75871782587738,8,1.112,-0.775,0.484,0.696,0.055,6
Caenorhabditis elegans:EC10:2:Growth,Ictalurus punctatus:EC50:4:Mortality/Growth,5,1.84005688166269,-1.14350284307234,1.69297494006908,1.48501305676183,0.480873585819751,1.84006631197044,-7.03119338334775,10.7113260072886,-1.14351103185544,-10.6732690376065,8.38624697389559,5,0.546,-0.02,0.175,0.418,0.484,3
Caenorhabditis elegans:EC10:2:Growth,Pimephales promelas:EC50:4:Mortality/Growth,5,1.1614161900312,-0.604296898831779,0.457419226727873,0.214885266864773,0.902626455175946,1.16143445968244,0.359813540696521,1.96305537866836,-0.604318509415808,-1.77083321119747,0.562196192365852,5,1.031,-0.45,0.811,0.901,0.037,3
Caenorhabditis elegans:EC10:2:Growth,Cyprinodon variegatus:EC50:4:Mortality/Growth,6,0.651018255334385,-0.562972973585215,0.543748521375995,0.129033768786983,0.792296232956254,0.651004770088953,-0.0502361158198335,1.35224565599774,-0.56295745282854,-1.49702703600053,0.371112130343454,6,0.549,-0.445,0.585,0.765,0.076,4
Caenorhabditis elegans:EC10:2:Growth,Americamysis bahia:EC50:4:Mortality/Growth,5,2.94848344234697,-4.48876288279116,1.64022589526873,3.17992385763721,0.814207035820493,2.94850319449624,0.98198106843737,4.91502532055512,-4.48878353235534,-6.67396499621359,-2.30360206849709,5,1.4,-2.87,0.421,0.649,0.236,3
Caenorhabditis elegans:EC10:2:Growth,Fundulus heteroclitus:LC50:4:Mortality,5,3.69932455584975,-1.76478804257015,0.477502961905654,1.40242640630668,0.901197139263762,3.69933068699758,-11.6218514368582,19.0205128108534,-1.76479177440187,-15.4365958572163,11.9070123084126,5,2.049,-0.761,0.523,0.723,0.167,3
Caenorhabditis elegans:EC10:2:Growth,Daphnia magna:LC50:1:Mortality,12,2.44137541057161,-2.46243678816879,1.61406764941918,0.936201457356423,0.904469446004098,2.44138028585225,1.43537745297121,3.44738311873329,-2.46244165244559,-3.86204320810007,-1.06284009679112,12,1.785,-1.808,0.689,0.83,0.001,10
Caenorhabditis elegans:EC10:2:Growth,Salvelinus fontinalis:LC50:4:Mortality,6,0.731333759791064,-0.475140061390831,0.704957937392408,0.180334005555679,0.7888297999191,0.731334600004759,-0.345270757822393,1.80793995783191,-0.475140885582005,-2.00617867955594,1.05589690839193,6,0.607,-0.353,0.599,0.774,0.071,4
Caenorhabditis elegans:EC10:2:Growth,Cyprinus carpio:LC50:2:Mortality,9,2.92573057629341,-2.5033792113424,2.50184449944318,2.65748686019722,0.785800571677103,2.92573168819374,-0.6392212630474,6.49068463943487,-2.50338033859371,-6.32432708494029,1.31756640775287,9,1.27,-0.825,0.377,0.614,0.079,7
Caenorhabditis elegans:EC10:2:Growth,Pimephales promelas:LC50:2:Mortality,8,2.08237810783958,-1.61727436922975,1.27180288257616,0.848339990178807,0.870145414714387,2.08238465148023,0.495926509333209,3.66884279362725,-1.61728016529089,-3.65797381365375,0.423413483071961,8,1.489,-1.092,0.655,0.809,0.015,6
Caenorhabditis elegans:EC10:2:Growth,Pimephales promelas:LC50:4:Mortality,12,1.83561093751664,-1.48079517904363,2.29771687682762,0.836649937459053,0.754643131372065,1.83560444038075,0.227999081216438,3.44320979954506,-1.48078846961135,-3.55454858731031,0.592971648087609,12,1.073,-0.694,0.483,0.695,0.012,10
Caenorhabditis elegans:EC10:2:Growth,Channa punctata:LC50:3:Mortality,6,3.73622920172354,-3.72473212018449,1.18396062351565,2.9518917983481,0.845208588609809,3.73624166972071,-1.82829632752782,9.30077966696924,-3.72474889856142,-11.0954297209052,3.64593192378234,6,1.577,-0.818,0.384,0.62,0.189,4
Caenorhabditis elegans:EC10:2:Growth,Channa punctata:LC50:2:Mortality,6,4.25875654716649,-4.27636563527738,1.41387832402136,4.50956664129074,0.811081619615775,4.25873620141713,-3.83338453793432,12.3508569407686,-4.2763382556873,-13.8334491318141,5.28077262043949,6,1.319,-0.32,0.276,0.525,0.285,4
Caenorhabditis elegans:EC10:2:Growth,Micropterus salmoides:LC50:4:Mortality,5,1.74182436644303,-1.5895542927605,0.536475904623373,0.432823622936128,0.879009444414967,1.74182837999574,0.79867226049082,2.68498449950066,-1.58955861638663,-3.34967883745676,0.17056160468351,5,1.363,-1.182,0.717,0.847,0.07,3
Caenorhabditis elegans:EC10:2:Growth,Oncorhynchus kisutch:LC50:4:Mortality,7,7.65735126792667,-8.36271092462453,1.10983141474361,9.45497542604352,0.885202032239979,7.65734713537328,-10.6576763827847,25.9723706535313,-8.36270634748088,-24.7721123724447,8.04669967748293,7,1.573,-1.624,0.193,0.439,0.324,5
Caenorhabditis elegans:EC10:2:Growth,Oncorhynchus tshawytscha:LC50:4:Mortality,5,2.29561602047618,-3.40004070170911,0.301598410578842,0.378195534652947,0.925214964284748,2.29562108108986,0.415242715410721,4.175999446769,-3.40004821765301,-6.4874613907322,-0.312635044573813,5,1.832,-2.711,0.761,0.872,0.054,3
Caenorhabditis elegans:EC10:2:Growth,Salmo trutta:LC50:4:Mortality,5,6.52202323649093,-8.56960339515775,0.935793160937129,8.14828552297101,0.843681929571344,6.52202210746522,-14.9882037547732,28.0322479697036,-8.56960185204765,-37.9402047272905,20.8010010231952,5,1.296,-1.427,0.181,0.426,0.474,3
Caenorhabditis elegans:EC10:2:Growth,Cyprinus carpio:LC50:4:Mortality,11,2.85834089016632,-3.02755993058332,2.17936283357405,1.81681842517144,0.798584370440995,2.85834185357095,-0.742743251830852,6.45942695897276,-3.0275610728483,-7.70791391036692,1.65279176467033,11,1.326,-1.21,0.406,0.637,0.035,9
Caenorhabditis elegans:EC10:2:Growth,Daphnia magna:LC50:4:Mortality,9,3.10447380676223,-3.88373781483894,0.616504766518839,0.728692030652685,0.959698959761364,3.10447916563687,1.86850869236461,4.34044963890914,-3.88374344813428,-5.52203458413952,-2.24545231212905,9,2.538,-3.288,0.799,0.894,0.001,7
Caenorhabditis elegans:EC10:2:Growth,Morone saxatilis:LC50:4:Mortality,6,3.06904131589828,-3.83562855292336,0.712580262603763,1.23739735980123,0.936178438095863,3.06903968659363,0.468191209846855,5.6698881633404,-3.83562681378737,-6.36157140523115,-1.3096822223436,6,2.265,-2.977,0.711,0.843,0.035,4
Caenorhabditis elegans:EC10:2:Growth,Labeo rohita:LC50:4:Mortality,5,1.57390730857845,-0.774812855058809,0.534988433567971,0.372050667388667,0.924178655696464,1.57388745908558,0.477993139274825,2.66978177889634,-0.774796135055206,-1.57441061398617,0.0248183438757611,5,1.377,-0.609,0.828,0.91,0.032,3
Caenorhabditis elegans:EC10:2:Growth,Gammarus fasciatus:LC50:4:Mortality,5,2.12402712788025,-4.19243635802063,0.403107596885538,0.444344797800099,0.944496871093108,2.12402411987199,-4.03140248485714,8.27945072460113,-4.1924319062929,-15.8542377026987,7.4693738901129,5,1.828,-3.754,0.831,0.911,0.031,3
Caenorhabditis elegans:EC10:2:Growth,Daphnia pulex:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,5,2.6252618421349,-4.52123006929393,1.08638587316239,1.71475140565737,0.863210858737773,2.62525996775431,-0.631890918379616,5.88241085388823,-4.52122811952322,-7.59984106638088,-1.44261517266557,5,1.615,-3.471,0.564,0.751,0.143,3
Caenorhabditis elegans:EC10:2:Growth,Oreochromis mossambicus:LC50:4:Mortality,6,2.91417625828196,-2.88814582041887,1.76704573871107,2.79559101321395,0.811897497317564,2.91418972333482,-8426.03732283961,8431.86570228628,-2.88815854856633,-5948.01632473397,5942.24000763684,6,1.388,-1.445,0.422,0.649,0.163,4
Caenorhabditis elegans:EC10:2:Growth,Daphnia pulex:EC50:2:Intoxication,5,5.9124725410226,-5.06420500850857,0.167358511922469,1.20355310012681,0.975486763173859,5.9124775516691,-15.0554095075065,26.8803646108447,-5.06420823313818,-22.6461939225349,12.5177774562585,5,4.073,-3.88,0.68,0.825,0.086,3
Caenorhabditis elegans:EC10:2:Growth,Heteropneustes fossilis:LC50:4:Mortality,6,1.51891718035176,-0.159536992141473,1.73991763917371,0.959016330178831,0.540575454933557,1.51892684028239,-53.2731829798901,56.3110366604548,-0.159548514973654,-78.693259530696,78.3741625007487,6,0.631,0.899,0.258,0.508,0.303,4
Caenorhabditis elegans:EC10:2:Growth,Oryzias latipes:LC50:2:Mortality,8,1.37506619837839,-0.457955220496671,0.89800282162152,0.324494110949258,0.733075342039947,1.37506604746419,-0.123324806864799,2.87345690179318,-0.457955142321105,-1.10447641302176,0.188566128379546,8,0.901,-0.212,0.513,0.716,0.046,6
Caenorhabditis elegans:EC10:2:Growth,Tilapia mossambica:LC50:4:Mortality,6,1.79770845037684,-1.68628733080295,0.506015285942888,0.356888842781502,0.591092815838474,1.79771079211122,-0.760026725356613,4.35544830957905,-1.68629018425183,-4.64925743732182,1.27667706881817,6,0.73,-0.385,0.279,0.529,0.281,4
Caenorhabditis elegans:EC10:2:Growth,Echinogammarus tibaldii:LC50:4:Mortality,7,-6.56915884856092,7.41546146200279,2.07626270604002,13.0964268405865,0.650185095427477,-6.56916163803689,-27.1070927051864,13.9687694291126,7.41546481087365,-16.1085806670356,30.9395102887829,7,-0.51,0.141,0.061,-0.247,0.594,5
Caenorhabditis elegans:EC10:2:Growth,Gammarus italicus:LC50:4:Mortality,7,7.64741853306833,-9.55968216620566,2.17005035694156,18.4401610799556,0.526137285258534,7.6474063792279,-37.5305309745113,52.8253437329671,-9.55966757506294,-65.7025523751007,46.5832172249748,7,0.275,-0.709,0.025,0.157,0.737,5
Caenorhabditis elegans:EC10:2:Growth,Daphnia pulex:LC50:2:Mortality,8,55.2012522781143,-53.2123031302166,1.97278238242249,751.674044517979,0.761428300992512,55.2012414222436,-332.765879756696,443.168362601183,-53.212292974216,-424.762202081446,318.337616133014,8,0.115,-1.678,0.002,0.043,0.92,6
Caenorhabditis elegans:EC10:2:Growth,Ceriodaphnia dubia:LC50:1:Mortality,7,2.72371194795282,-3.14247828609098,1.48244594789424,1.78287564301969,0.889015036394562,2.72371038707144,0.813420104374186,4.63400066976869,-3.14247692316272,-5.83550528351553,-0.449448562809922,7,1.785,-2.323,0.612,0.782,0.038,5
Caenorhabditis elegans:EC10:2:Growth,Oryzias latipes:LC50:4:Mortality,6,2.61841314412108,-2.46410286233642,0.959813401066297,1.25672966000718,0.892533432124234,2.61841100813146,-3.15665975253447,8.39348176879739,-2.46410106399381,-6.11514563950576,1.18694351151815,6,1.778,-1.756,0.635,0.797,0.058,4
Caenorhabditis elegans:EC10:2:Growth,Danio rerio:LC50:4:Mortality,13,2.48607235198915,-1.79751073307193,2.7755321507658,1.53306640883554,0.834185556155683,2.48606919263405,0.800029324844376,4.17210906042373,-1.79750769261125,-3.84749586875666,0.252480483534151,13,1.451,-0.801,0.523,0.723,0.005,11
Caenorhabditis elegans:EC10:2:Growth,Danio rerio:LC50:2:Mortality,9,1.82470464015001,-0.990402192282817,1.54550853976457,0.743483544285773,0.813871977320792,1.82469907282927,0.850929333266848,2.79846881239169,-0.990395737117399,-1.8726848708671,-0.108106603367701,9,1.22,-0.29,0.582,0.763,0.017,7
Caenorhabditis elegans:EC10:2:Growth,Ceriodaphnia dubia:LC50:2:Mortality,8,3.31734676495417,-4.63608939666501,0.820179112751894,1.2307597061543,0.953320062284242,3.3173446709243,2.43823104518311,4.19645829666549,-4.63608702600112,-6.3222800737764,-2.94989397822585,8,2.564,-3.783,0.753,0.868,0.005,6
Caenorhabditis elegans:EC10:2:Growth,Hyalella azteca:LC50:4:Mortality,5,3.09983815954577,-4.04008057234163,0.233869034595197,0.496223159292346,0.975251211479384,3.09984535893303,0.110735733804031,6.08895498406202,-4.04008679823455,-5.50586450704929,-2.57430908941981,5,2.732,-3.722,0.869,0.932,0.021,3
Caenorhabditis elegans:EC10:2:Growth,Oncorhynchus mykiss:EC50:4:Mortality/Growth,8,1.69532080865405,-1.69564559867257,2.01495537770048,0.975770513294988,0.656812140176655,1.69532157863712,-1.01418994635267,4.40483310362692,-1.6956465222445,-5.48356606948966,2.09227302500065,8,0.843,-0.673,0.368,0.606,0.111,6
Caenorhabditis elegans:EC10:2:Growth,Daphnia magna:EC50:2:Mortality/Growth,8,3.11747467763325,-4.65261182446518,1.65702874922963,2.22013856185281,0.877190562525967,3.11747961525906,0.0737060814642172,6.16125314905389,-4.6526179952521,-9.64427717898386,0.339041188479661,8,1.781,-2.982,0.53,0.728,0.04,6
Caenorhabditis elegans:EC10:2:Growth,Daphnia magna:NOEC:21:Mortality/Growth,7,2.59917594938049,-4.88935386549711,0.884031170412217,0.979470621893362,0.935392387822627,2.59918080271388,0.513476890110471,4.68488471531729,-4.88935988961129,-7.35541862313912,-2.42330115608346,7,2.05,-4.208,0.759,0.871,0.011,5
Caenorhabditis elegans:EC10:2:Growth,Cyprinodon variegatus:LC50:4:Mortality,8,0.749494588034477,-0.904790321211732,1.08476007118416,0.211764439029772,0.589472220263441,0.749514862028721,-0.0764405862141017,1.57547031027154,-0.904809200715955,-1.74050164082716,-0.0691167606047546,8,0.485,-0.659,0.329,0.574,0.137,6
Caenorhabditis elegans:EC10:2:Growth,Raphidocelis subcapitata:EC50:4:Population,11,13.4912189042306,-14.5735965226441,4.49703359722489,74.8195957831223,0.589704189471718,13.4912172468757,-821.256665802883,848.239100296635,-14.5735947542639,-935.211326898358,906.06413738983,11,0.209,-0.401,0.011,0.107,0.754,9
Caenorhabditis elegans:EC10:2:Growth,Raphidocelis subcapitata:EC50:3:Population,6,-7.16000412553572,7.49838070788437,1.92970213004992,16.8095256084464,0.643107485207345,-7.16001687560161,-40.0115458448571,25.6915120936538,7.49839444621685,-24.777929133321,39.7747180257547,6,-0.462,0.281,0.05,-0.224,0.669,4
Caenorhabditis elegans:EC10:2:Growth,Raphidocelis subcapitata:EC50:2:Population,5,2.66440000243865,-4.176849920837,0.721931120532963,1.16938798132269,0.769203269798118,2.66439741170319,0.31466192109107,5.0141329023153,-4.17684678948501,-6.93872611036553,-1.4149674686045,5,1.203,-2.41,0.385,0.621,0.264,3
Caenorhabditis elegans:EC10:2:Growth,Brachionus calyciflorus:LC50:1:Mortality,5,1.52836653898917,-1.47838778395989,0.109162752517099,0.0728312986131306,0.95480509002945,1.52836588933481,0.582059164196306,2.47467261447332,-1.47838681910345,-2.71981281277313,-0.236960825433778,5,1.417,-1.312,0.897,0.947,0.015,3
Caenorhabditis elegans:EC10:2:Growth,Oreochromis niloticus:LC50:2:Mortality,7,1.06918575234263,-0.676235018554214,0.695328438122927,0.212885546441593,0.851672348041569,1.06919678443706,0.199653902601135,1.93873966627299,-0.676248323090015,-2.08433191403447,0.731835267854443,7,0.901,-0.473,0.724,0.851,0.015,5
Caenorhabditis elegans:EC10:2:Growth,Oreochromis niloticus:LC50:4:Mortality,8,0.98671637652783,-0.316777265246973,1.46229758922218,0.360750498312301,0.57670632775642,0.986728035334733,-0.86402692464741,2.83748299531688,-0.316788866600586,-2.4431229899873,1.80954525678613,8,0.572,0.096,0.333,0.577,0.135,6
Caenorhabditis elegans:EC10:2:Growth,Penaeus duorarum:LC50:4:Mortality,6,6.93985042810631,-7.04689399068495,1.49027654688683,12.210711028915,0.776867273446879,6.93986195176488,-106.989543507579,120.869267411109,-7.04690558703949,-135.492023422689,121.39821224861,6,0.861,-0.93,0.108,0.329,0.524,4
Caenorhabditis elegans:EC10:2:Growth,Palaemonetes pugio:LC50:4:Mortality,5,3.36836082550953,-2.54811379799422,2.09232696737824,5.16631292425158,0.75073635677877,3.36834619292934,-6.36809273767628,13.104785123535,-2.54810389664271,-8.10675305109708,3.01054525781166,5,1.105,-1.016,0.278,0.527,0.361,3
Caenorhabditis elegans:EC10:2:Growth,Raphidocelis subcapitata:NOEC:4:Mortality/Growth,5,3.33280648054824,-6.05228421472427,0.680208186335908,1.64713759633869,0.747459125992516,3.33281455315677,-8.86389456576102,15.5295236720746,-6.05229778242156,-29.05832003408,16.9537244692369,5,1.094,-2.29,0.277,0.527,0.362,3
Caenorhabditis elegans:EC10:2:Growth,Acartia tonsa:LC50:4:Mortality,5,-0.33707916540535,-0.584498120696768,0.712922615762237,0.158785313707247,0.431706831732637,-0.337077980811569,-6.50490190846355,5.83074594684041,-0.584499200551472,-4.67242922131262,3.50343082020967,5,-0.195,-0.714,0.077,-0.278,0.65,3
Caenorhabditis elegans:EC10:2:Growth,Daphnia magna:EC50:2:Mortality,6,2.58575176537211,-4.04849870652879,1.81476173657826,2.32474371821934,0.568176829450775,2.58573350099285,-14.1947141461419,19.3661811481276,-4.04848286169085,-21.0846699429261,12.9877042195444,6,0.659,-2.377,0.178,0.421,0.405,4
Caenorhabditis elegans:EC10:2:Growth,Poecilia reticulata:LC50:3:Mortality,7,4.66672328913942,-5.08833834328739,1.2390469505779,4.03191298679378,0.745461904610827,4.66671950616269,-7.94217348357039,17.2756124958958,-5.08833370508241,-20.0617716723377,9.88510426217288,7,0.955,-0.537,0.174,0.417,0.352,5
Caenorhabditis elegans:EC10:2:Growth,Pimephales promelas:NOEC:7:Growth,5,2.05264543105561,-3.48198244620678,0.366148545458844,0.381772343034961,0.936370776186704,2.05264247946822,0.6287735927973,3.47651136613914,-3.48197948793399,-5.81115393565541,-1.15280504021258,5,1.744,-3.172,0.815,0.903,0.036,3
Caenorhabditis elegans:EC10:2:Growth,Pimephales promelas:NOEC:7:Mortality,5,2.0930053005553,-3.37180160815545,0.393074350524035,0.423000766533294,0.933171376576756,2.09300224483617,0.784259304078271,3.40174518559406,-3.37179854551507,-5.64336266402149,-1.10023442700865,5,1.755,-3.033,0.803,0.896,0.04,3
Caenorhabditis elegans:EC10:2:Growth,Pimephales promelas:LC50:7:Mortality,6,2.52836184167717,-3.07245410221284,1.4013312815851,1.72658344896393,0.731440463984832,2.52834566437148,-2.85201364398121,7.90870497272418,-3.07243796260628,-7.64799619775857,1.50312027254601,6,1.073,-1.62,0.35,0.592,0.216,4
Caenorhabditis elegans:EC10:2:Growth,Pimephales promelas:LC50:3:Mortality,5,2.27662039122537,-2.19731920038309,0.832206442510234,1.02910655434057,0.880927644304148,2.2766261768526,0.0849088761494667,4.46834347755573,-2.19732521871606,-5.65537880058203,1.26072836314991,5,1.606,-1.499,0.653,0.808,0.098,3
Caenorhabditis elegans:EC10:2:Growth,Raphidocelis subcapitata:IC50:3:Population,5,26.5694401609772,-32.7410910856989,1.18088853729604,166.962323159803,0.44941928605815,26.5694436155061,-104.794297514058,157.93318474507,-32.7410952815321,-194.058764408189,128.576573845124,5,0.061,-0.544,0.001,0.038,0.952,3
Caenorhabditis elegans:EC10:2:Growth,Daphnia magna:LC50:3:Mortality,7,2.26800648586422,-2.49835788424364,0.336793490713969,0.295601405675793,0.93734034774122,2.26800325517855,1.3297177683379,3.2062887420192,-2.49835482953461,-3.10735539235071,-1.88935426671851,7,1.882,-2.133,0.798,0.893,0.007,5
Caenorhabditis elegans:EC10:2:Growth,Raphidocelis subcapitata:IC50:4:Population,6,2.45182687251484,-4.0252350858562,0.742038415662817,0.867128161529795,0.790644773791731,2.45183841849148,-0.0211789404362213,4.92485577741917,-4.02524957800982,-6.95264420882848,-1.09785494719117,6,1.272,-2.544,0.449,0.67,0.145,4
Caenorhabditis elegans:EC10:2:Growth,Raphidocelis subcapitata:NOEC:4:Population,8,2.94598910740739,-4.93272103086609,0.923046743278364,1.11675408150172,0.862666260767425,2.94597900825693,0.618590821484026,5.27336719502984,-4.93270729685943,-8.12686373601814,-1.73855085770071,8,1.664,-3.189,0.519,0.72,0.044,6
Caenorhabditis elegans:EC10:2:Growth,Paramecium caudatum:LC50:1:Mortality,5,2.30223239362593,-2.24867456408011,0.129886638109615,0.163664281656789,0.92703235811643,2.30223744792361,0.274921409643714,4.32955348620352,-2.24868088754998,-4.97681347153984,0.479451696439889,5,1.845,-1.676,0.766,0.875,0.052,3
Caenorhabditis elegans:EC10:2:Growth,"Daphnia magna:EC50:2:Intoxication, Immobile",7,3.10406491472509,-2.75467363827402,0.965410631251882,1.46676478332832,0.801090664151934,3.10406122084112,-17.7298044572549,23.9379268989371,-2.75467044133812,-16.6282577590594,11.1189168763831,7,1.338,-1.226,0.379,0.616,0.141,5
