CAS,Chem.Name,Latin.name,Effect.value,Standard.Error,Test_statistic,Strain,Test.type,Duration.h,Group
7761888,Silver nitrate,Caenorhabditis elegans,5.197462844,NA,EC10,CB4856,NA,NA,NEMATODE
7761888,Silver nitrate,Caenorhabditis elegans,9.227513605,NA,EC10,ECA248,NA,NA,NEMATODE
7761888,Silver nitrate,Caenorhabditis elegans,4.945233424,NA,EC10,ECA36,NA,NA,NEMATODE
7761888,Silver nitrate,Caenorhabditis elegans,5.939036351,NA,EC10,ECA396,NA,NA,NEMATODE
7761888,Silver nitrate,Caenorhabditis elegans,2.415480159,NA,EC10,MY16,NA,NA,NEMATODE
7761888,Silver nitrate,Caenorhabditis elegans,3.875157836,NA,EC10,PD1074,NA,NA,NEMATODE
7761888,Silver nitrate,Caenorhabditis elegans,6.078016745,NA,EC10,RC301,NA,NA,NEMATODE
7761888,Silver nitrate,Caenorhabditis elegans,4.718264585,NA,EC10,XZ1516,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,2.274796819,NA,EC10,CB4856,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,0.987772275,NA,EC10,ECA248,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,2.253125549,NA,EC10,ECA36,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,1.26570776,NA,EC10,ECA396,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,0.536487417,NA,EC10,MY16,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,2.870051138,NA,EC10,PD1074,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,1.563627714,NA,EC10,RC301,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,3.245379734,NA,EC10,XZ1516,NA,NA,NEMATODE
7646857,Zinc chloride,Caenorhabditis elegans,8.581637345,NA,EC10,CB4856,NA,NA,NEMATODE
7646857,Zinc chloride,Caenorhabditis elegans,10.12682369,NA,EC10,ECA248,NA,NA,NEMATODE
7646857,Zinc chloride,Caenorhabditis elegans,11.21462365,NA,EC10,ECA36,NA,NA,NEMATODE
7646857,Zinc chloride,Caenorhabditis elegans,6.148602309,NA,EC10,ECA396,NA,NA,NEMATODE
7646857,Zinc chloride,Caenorhabditis elegans,11.05113954,NA,EC10,MY16,NA,NA,NEMATODE
7646857,Zinc chloride,Caenorhabditis elegans,10.62067825,NA,EC10,PD1074,NA,NA,NEMATODE
7646857,Zinc chloride,Caenorhabditis elegans,9.146460556,NA,EC10,RC301,NA,NA,NEMATODE
7646857,Zinc chloride,Caenorhabditis elegans,9.752695172,NA,EC10,XZ1516,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,54.48868642,NA,EC50,CB4856,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,52.62967026,NA,EC50,ECA248,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,60.54726036,NA,EC50,ECA36,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,59.44757491,NA,EC50,ECA396,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,35.03979684,NA,EC50,MY16,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,45.63260394,NA,EC50,PD1074,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,45.47319834,NA,EC50,RC301,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,64.68186514,NA,EC50,XZ1516,NA,NA,NEMATODE
10108642,Cadmium chloride,Caenorhabditis elegans,11.94579357,NA,EC50,CB4856,NA,NA,NEMATODE
10108642,Cadmium chloride,Caenorhabditis elegans,12.89487332,NA,EC50,ECA248,NA,NA,NEMATODE
10108642,Cadmium chloride,Caenorhabditis elegans,15.79389811,NA,EC50,ECA36,NA,NA,NEMATODE
10108642,Cadmium chloride,Caenorhabditis elegans,13.83760013,NA,EC50,ECA396,NA,NA,NEMATODE
10108642,Cadmium chloride,Caenorhabditis elegans,12.91308125,NA,EC50,MY16,NA,NA,NEMATODE
10108642,Cadmium chloride,Caenorhabditis elegans,11.38415517,NA,EC50,PD1074,NA,NA,NEMATODE
10108642,Cadmium chloride,Caenorhabditis elegans,12.22222283,NA,EC50,RC301,NA,NA,NEMATODE
10108642,Cadmium chloride,Caenorhabditis elegans,14.12626156,NA,EC50,XZ1516,NA,NA,NEMATODE
63252,Carbaryl,Caenorhabditis elegans,107.1477292,NA,EC50,CB4856,NA,NA,NEMATODE
63252,Carbaryl,Caenorhabditis elegans,127.8754317,NA,EC50,ECA248,NA,NA,NEMATODE
63252,Carbaryl,Caenorhabditis elegans,131.2642732,NA,EC50,ECA36,NA,NA,NEMATODE
63252,Carbaryl,Caenorhabditis elegans,80.09309123,NA,EC50,ECA396,NA,NA,NEMATODE
63252,Carbaryl,Caenorhabditis elegans,97.47673401,NA,EC50,MY16,NA,NA,NEMATODE
63252,Carbaryl,Caenorhabditis elegans,140.6379976,NA,EC50,PD1074,NA,NA,NEMATODE
63252,Carbaryl,Caenorhabditis elegans,115.7944806,NA,EC50,RC301,NA,NA,NEMATODE
63252,Carbaryl,Caenorhabditis elegans,100.2115922,NA,EC50,XZ1516,NA,NA,NEMATODE
5234684,Carboxin,Caenorhabditis elegans,145.7476887,NA,EC50,CB4856,NA,NA,NEMATODE
5234684,Carboxin,Caenorhabditis elegans,195.2469585,NA,EC50,ECA248,NA,NA,NEMATODE
5234684,Carboxin,Caenorhabditis elegans,169.7841637,NA,EC50,ECA36,NA,NA,NEMATODE
5234684,Carboxin,Caenorhabditis elegans,123.0355123,NA,EC50,ECA396,NA,NA,NEMATODE
5234684,Carboxin,Caenorhabditis elegans,129.5584323,NA,EC50,MY16,NA,NA,NEMATODE
5234684,Carboxin,Caenorhabditis elegans,221.3456031,NA,EC50,PD1074,NA,NA,NEMATODE
5234684,Carboxin,Caenorhabditis elegans,126.8577,NA,EC50,RC301,NA,NA,NEMATODE
5234684,Carboxin,Caenorhabditis elegans,179.3644225,NA,EC50,XZ1516,NA,NA,NEMATODE
121755,Malathion,Caenorhabditis elegans,82.73495962,NA,EC50,CB4856,NA,NA,NEMATODE
121755,Malathion,Caenorhabditis elegans,81.8263601,NA,EC50,ECA248,NA,NA,NEMATODE
121755,Malathion,Caenorhabditis elegans,856.0073914,NA,EC50,ECA36,NA,NA,NEMATODE
121755,Malathion,Caenorhabditis elegans,64.59586122,NA,EC50,ECA396,NA,NA,NEMATODE
121755,Malathion,Caenorhabditis elegans,78.28622067,NA,EC50,MY16,NA,NA,NEMATODE
121755,Malathion,Caenorhabditis elegans,64.62801094,NA,EC50,PD1074,NA,NA,NEMATODE
121755,Malathion,Caenorhabditis elegans,44.42604933,NA,EC50,RC301,NA,NA,NEMATODE
121755,Malathion,Caenorhabditis elegans,118.8069079,NA,EC50,XZ1516,NA,NA,NEMATODE
8018017,Mancozeb,Caenorhabditis elegans,77.25663361,NA,EC50,CB4856,NA,NA,NEMATODE
8018017,Mancozeb,Caenorhabditis elegans,97.40066576,NA,EC50,ECA248,NA,NA,NEMATODE
8018017,Mancozeb,Caenorhabditis elegans,85.94795167,NA,EC50,ECA36,NA,NA,NEMATODE
8018017,Mancozeb,Caenorhabditis elegans,73.61289674,NA,EC50,ECA396,NA,NA,NEMATODE
8018017,Mancozeb,Caenorhabditis elegans,87.68354934,NA,EC50,MY16,NA,NA,NEMATODE
8018017,Mancozeb,Caenorhabditis elegans,79.57221141,NA,EC50,PD1074,NA,NA,NEMATODE
8018017,Mancozeb,Caenorhabditis elegans,78.3987571,NA,EC50,RC301,NA,NA,NEMATODE
8018017,Mancozeb,Caenorhabditis elegans,108.6330891,NA,EC50,XZ1516,NA,NA,NEMATODE
16752775,Methomyl,Caenorhabditis elegans,5.205423814,NA,EC50,CB4856,NA,NA,NEMATODE
16752775,Methomyl,Caenorhabditis elegans,8.326317844,NA,EC50,ECA248,NA,NA,NEMATODE
16752775,Methomyl,Caenorhabditis elegans,5.526586341,NA,EC50,ECA36,NA,NA,NEMATODE
16752775,Methomyl,Caenorhabditis elegans,5.905979179,NA,EC50,ECA396,NA,NA,NEMATODE
16752775,Methomyl,Caenorhabditis elegans,5.67439115,NA,EC50,MY16,NA,NA,NEMATODE
16752775,Methomyl,Caenorhabditis elegans,4.45823508,NA,EC50,PD1074,NA,NA,NEMATODE
16752775,Methomyl,Caenorhabditis elegans,5.634359946,NA,EC50,RC301,NA,NA,NEMATODE
16752775,Methomyl,Caenorhabditis elegans,6.336796123,NA,EC50,XZ1516,NA,NA,NEMATODE
115093,Methylmercury chloride,Caenorhabditis elegans,3.451315971,NA,EC50,CB4856,NA,NA,NEMATODE
115093,Methylmercury chloride,Caenorhabditis elegans,5.160835782,NA,EC50,ECA248,NA,NA,NEMATODE
115093,Methylmercury chloride,Caenorhabditis elegans,5.20307196,NA,EC50,ECA36,NA,NA,NEMATODE
115093,Methylmercury chloride,Caenorhabditis elegans,4.099531621,NA,EC50,ECA396,NA,NA,NEMATODE
115093,Methylmercury chloride,Caenorhabditis elegans,3.338406992,NA,EC50,MY16,NA,NA,NEMATODE
115093,Methylmercury chloride,Caenorhabditis elegans,4.405992319,NA,EC50,PD1074,NA,NA,NEMATODE
115093,Methylmercury chloride,Caenorhabditis elegans,5.126850447,NA,EC50,RC301,NA,NA,NEMATODE
115093,Methylmercury chloride,Caenorhabditis elegans,6.176541973,NA,EC50,XZ1516,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,17.76809343,NA,EC50,CB4856,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,16.11664196,NA,EC50,ECA248,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,17.01419078,NA,EC50,ECA36,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,12.00919067,NA,EC50,ECA396,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,18.34998388,NA,EC50,MY16,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,14.34982264,NA,EC50,PD1074,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,13.48509231,NA,EC50,RC301,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,23.56807678,NA,EC50,XZ1516,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,133.1031568,NA,EC50,CB4856,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,155.2447258,NA,EC50,ECA248,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,116.6921679,NA,EC50,ECA36,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,125.1222965,NA,EC50,ECA396,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,111.3940896,NA,EC50,MY16,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,125.0871318,NA,EC50,PD1074,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,96.55851391,NA,EC50,RC301,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,115.6551467,NA,EC50,XZ1516,NA,NA,NEMATODE
175013180,Pyraclostrobin,Caenorhabditis elegans,38.59613095,NA,EC50,CB4856,NA,NA,NEMATODE
175013180,Pyraclostrobin,Caenorhabditis elegans,39.97799,NA,EC50,ECA248,NA,NA,NEMATODE
175013180,Pyraclostrobin,Caenorhabditis elegans,28.99224597,NA,EC50,ECA36,NA,NA,NEMATODE
175013180,Pyraclostrobin,Caenorhabditis elegans,16.31990789,NA,EC50,ECA396,NA,NA,NEMATODE
175013180,Pyraclostrobin,Caenorhabditis elegans,33.41055285,NA,EC50,MY16,NA,NA,NEMATODE
175013180,Pyraclostrobin,Caenorhabditis elegans,31.53240499,NA,EC50,PD1074,NA,NA,NEMATODE
175013180,Pyraclostrobin,Caenorhabditis elegans,56.63337882,NA,EC50,RC301,NA,NA,NEMATODE
175013180,Pyraclostrobin,Caenorhabditis elegans,54.91887084,NA,EC50,XZ1516,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,12.0989216,NA,EC50,CB4856,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,13.72542046,NA,EC50,ECA248,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,10.90251471,NA,EC50,ECA36,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,6.724751667,NA,EC50,ECA396,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,6.674214174,NA,EC50,MY16,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,12.15466026,NA,EC50,PD1074,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,11.24815562,NA,EC50,RC301,NA,NA,NEMATODE
115866,Triphenyl phosphate,Caenorhabditis elegans,14.65310704,NA,EC50,XZ1516,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,135.9620021,NA,EC90,CB4856,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,173.8378741,NA,EC90,ECA248,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,163.3328198,NA,EC90,ECA36,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,184.2074892,NA,EC90,ECA396,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,112.8482889,NA,EC90,MY16,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,114.2020335,NA,EC90,PD1074,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,149.5438717,NA,EC90,RC301,NA,NA,NEMATODE
116063,Aldicarb,Caenorhabditis elegans,167.9463074,NA,EC90,XZ1516,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,34.9039888,NA,EC90,CB4856,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,47.45215668,NA,EC90,ECA248,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,28.63435727,NA,EC90,ECA36,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,25.05529851,NA,EC90,ECA396,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,37.05219952,NA,EC90,MY16,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,25.98485563,NA,EC90,PD1074,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,30.72190272,NA,EC90,RC301,NA,NA,NEMATODE
1910425,Paraquat,Caenorhabditis elegans,110.0071543,NA,EC90,XZ1516,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,260.3111028,NA,EC90,CB4856,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,566.8882189,NA,EC90,ECA248,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,233.9031732,NA,EC90,ECA36,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,360.3143762,NA,EC90,ECA396,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,203.4614033,NA,EC90,MY16,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,677.7011138,NA,EC90,PD1074,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,193.4206271,NA,EC90,RC301,NA,NA,NEMATODE
114261,Propoxur,Caenorhabditis elegans,248.0575863,NA,EC90,XZ1516,NA,NA,NEMATODE
94757,"2,4-D",Chlorella vulgaris,100,NA,NOEC,,C,96,ALGAE
